video_name,duration,label,start,end
NIA_SL_WORD0874_SYN02_U.mp4,2.433,총회,0.614,2.14
NIA_SL_WORD0671_SYN02_U.mp4,2.367,시차,0.409,2.258
NIA_SL_WORD0813_SYN02_U.mp4,2.4,단전,0.619,2.045
NIA_SL_WORD0588_SYN02_L.mp4,2.1,호명,0.463,1.877
NIA_SL_WORD0604_SYN02_F.mp4,2.667,복사본,0.286,2.392
NIA_SL_WORD0695_SYN02_U.mp4,3.367,안경원,1.095,2.851
NIA_SL_WORD0874_SYN02_D.mp4,2.433,총회,0.614,2.14
NIA_SL_WORD0886_SYN02_U.mp4,2.367,친자,0.568,2.236
NIA_SL_WORD0762_SYN02_F.mp4,2.367,유대인,0.642,1.979
NIA_SL_WORD0841_SYN02_L.mp4,2.333,백석,0.681,1.962
NIA_SL_WORD0628_SYN02_D.mp4,5.5,학생생활기록부,1.115,4.521
NIA_SL_WORD0757_SYN02_D.mp4,3.133,우승자,0.837,1.989
NIA_SL_WORD1071_SYN02_U.mp4,4.533,종로구수어통역센터,1.331,3.99
NIA_SL_WORD0848_SYN02_R.mp4,2.367,천리,0.53,2.125
NIA_SL_WORD0592_SYN02_D.mp4,2.8,자비없다,0.609,2.092
NIA_SL_WORD0667_SYN02_L.mp4,3.3,승마복,1.008,2.901
NIA_SL_WORD0701_SYN02_F.mp4,3.2,애국자,0.436,2.755
NIA_SL_WORD1201_SYN02_R.mp4,1.533,죄송,0.366,1.328
NIA_SL_WORD0733_SYN02_L.mp4,2.667,독보적,0.483,1.788
NIA_SL_WORD0692_SYN02_U.mp4,2.8,악영향,1.068,2.598
NIA_SL_WORD0797_SYN02_L.mp4,2.533,장학,0.591,2.081
NIA_SL_WORD1135_SYN02_F.mp4,1.567,빠르다,0.449,1.185
NIA_SL_WORD1072_SYN02_R.mp4,3.1,종로구주민지원센터,0.929,2.611
NIA_SL_WORD0669_SYN02_L.mp4,2.333,시댁,0.419,2.073
NIA_SL_WORD0845_SYN02_U.mp4,3.467,참관,1.114,2.983
NIA_SL_WORD0809_SYN02_D.mp4,2.367,절수,0.578,2.15
NIA_SL_WORD0702_SYN02_R.mp4,3.3,안쓰럽다,0.649,2.445
NIA_SL_WORD1201_SYN02_L.mp4,1.533,죄송,0.366,1.328
NIA_SL_WORD0784_SYN02_L.mp4,2.833,경과실,1.076,2.397
NIA_SL_WORD1023_SYN02_R.mp4,2.1,구로구지부,0.498,1.771
NIA_SL_WORD1032_SYN02_D.mp4,4.8,도봉구수어통역센터,1.2,4.393
NIA_SL_WORD1065_SYN02_R.mp4,4.4,용산구수어통역센터,0.747,3.857
NIA_SL_WORD0568_SYN02_D.mp4,2.9,별미,1.017,2.614
NIA_SL_WORD1083_SYN02_U.mp4,2.367,북구지부,0.615,1.749
NIA_SL_WORD0668_SYN02_L.mp4,1.6,승패,0.505,1.314
NIA_SL_WORD1105_SYN02_D.mp4,1.7,마음,0.571,1.372
NIA_SL_WORD0785_SYN02_F.mp4,2.1,작명,0.649,1.85
NIA_SL_WORD1181_SYN02_D.mp4,1.633,혀,0.633,1.079
NIA_SL_WORD1120_SYN02_D.mp4,1.733,자랑,0.336,1.378
NIA_SL_WORD0658_SYN02_L.mp4,3.0,숙련,1.042,2.645
NIA_SL_WORD0753_SYN02_L.mp4,2.2,용사,0.58,1.869
NIA_SL_WORD1182_SYN02_D.mp4,1.933,의자,0.981,1.648
NIA_SL_WORD0871_SYN02_D.mp4,2.3,촉진,0.608,2.066
NIA_SL_WORD1182_SYN02_U.mp4,1.933,의자,0.981,1.648
NIA_SL_WORD1190_SYN02_U.mp4,2.233,방법,1.007,1.921
NIA_SL_WORD0870_SYN02_F.mp4,2.567,초혼,0.615,2.033
NIA_SL_WORD0896_SYN02_U.mp4,2.5,킬로그램,0.945,1.59
NIA_SL_WORD0736_SYN02_L.mp4,3.4,오리알,1.145,2.923
NIA_SL_WORD0784_SYN02_D.mp4,2.833,경과실,1.076,2.397
NIA_SL_WORD1130_SYN02_F.mp4,1.333,원하다,0.419,1.037
NIA_SL_WORD0663_SYN02_F.mp4,2.567,술집,0.275,2.319
NIA_SL_WORD0639_SYN02_R.mp4,2.133,섬나라,0.629,2.011
NIA_SL_WORD0697_SYN02_U.mp4,2.633,안위,0.506,2.238
NIA_SL_WORD1148_SYN02_U.mp4,2.133,서다,1.112,1.752
NIA_SL_WORD0846_SYN02_U.mp4,2.667,차도,0.596,2.183
NIA_SL_WORD1148_SYN02_F.mp4,2.133,서다,1.112,1.752
NIA_SL_WORD0754_SYN02_F.mp4,2.267,큰소리,0.663,2.009
NIA_SL_WORD0650_SYN02_U.mp4,2.933,소금물,1.101,2.717
NIA_SL_WORD1071_SYN02_L.mp4,4.533,종로구수어통역센터,1.331,3.99
NIA_SL_WORD0597_SYN02_U.mp4,2.433,삐치다,0.613,2.128
NIA_SL_WORD0964_SYN02_L.mp4,2.2,수북하다,0.367,1.958
NIA_SL_WORD1116_SYN02_D.mp4,1.867,어리석다,0.55,1.485
NIA_SL_WORD0837_SYN02_U.mp4,2.333,진상,0.592,1.881
NIA_SL_WORD1198_SYN02_F.mp4,1.7,욕심,0.442,1.27
NIA_SL_WORD1156_SYN02_U.mp4,2.0,나쁘다,1.075,1.715
NIA_SL_WORD0627_SYN02_F.mp4,2.8,색종이,0.514,2.483
NIA_SL_WORD1178_SYN02_L.mp4,2.2,꼬마,1.2,1.7
NIA_SL_WORD0910_SYN02_F.mp4,1.6,막히다,0.337,1.234
NIA_SL_WORD0857_SYN02_F.mp4,2.267,앞서가다,0.719,1.984
NIA_SL_WORD0960_SYN02_L.mp4,2.4,저택,0.712,1.867
NIA_SL_WORD0686_SYN02_F.mp4,2.1,쌀값,0.327,1.753
NIA_SL_WORD0846_SYN02_F.mp4,2.667,차도,0.596,2.183
NIA_SL_WORD0685_SYN02_L.mp4,2.767,논의,0.366,2.396
NIA_SL_WORD1083_SYN02_R.mp4,2.367,북구지부,0.615,1.749
NIA_SL_WORD0886_SYN02_F.mp4,2.367,친자,0.568,2.236
NIA_SL_WORD0917_SYN02_D.mp4,2.533,정성껏,0.566,1.915
NIA_SL_WORD1000_SYN02_D.mp4,1.567,속다,0.438,1.142
NIA_SL_WORD0980_SYN02_D.mp4,1.7,첩첩산중,0.352,1.4
NIA_SL_WORD0701_SYN02_R.mp4,3.2,애국자,0.436,2.755
NIA_SL_WORD1141_SYN02_F.mp4,1.833,살인,0.564,1.021
NIA_SL_WORD0699_SYN02_L.mp4,2.267,깜깜하다,0.486,2.009
NIA_SL_WORD1102_SYN02_R.mp4,1.533,답답,0.447,1.183
NIA_SL_WORD1155_SYN02_R.mp4,1.933,못생기다,0.589,1.207
NIA_SL_WORD0694_SYN02_L.mp4,3.433,나빠지다,0.943,2.683
NIA_SL_WORD0806_SYN02_F.mp4,2.9,전기세,0.571,1.973
NIA_SL_WORD0845_SYN02_D.mp4,3.467,참관,1.114,2.983
NIA_SL_WORD0805_SYN02_U.mp4,2.933,전기기술자,0.564,2.489
NIA_SL_WORD1031_SYN02_U.mp4,3.233,도봉구지부,1.223,2.862
NIA_SL_WORD1134_SYN02_L.mp4,1.867,무섭다,0.513,1.421
NIA_SL_WORD0854_SYN02_D.mp4,2.667,철모,0.685,2.095
NIA_SL_WORD0564_SYN02_L.mp4,3.633,베다,1.077,3.274
NIA_SL_WORD0640_SYN02_D.mp4,3.367,직무대행,1.106,3.126
NIA_SL_WORD0908_SYN02_L.mp4,3.267,특명,1.107,2.891
NIA_SL_WORD0867_SYN02_D.mp4,2.733,초라,0.662,2.393
NIA_SL_WORD1056_SYN02_U.mp4,4.233,송파구수어통역센터,0.676,3.54
NIA_SL_WORD1179_SYN02_F.mp4,1.533,바보,0.533,1.178
NIA_SL_WORD0795_SYN02_R.mp4,3.4,장애인복지관,0.701,2.828
NIA_SL_WORD1031_SYN02_D.mp4,3.233,도봉구지부,1.223,2.862
NIA_SL_WORD0593_SYN02_U.mp4,2.833,예금,0.414,2.023
NIA_SL_WORD1145_SYN02_U.mp4,2.133,예쁘다,1.154,1.686
NIA_SL_WORD1190_SYN02_F.mp4,2.233,방법,1.007,1.921
NIA_SL_WORD0579_SYN02_U.mp4,2.133,복지카드,0.484,1.81
NIA_SL_WORD0581_SYN02_F.mp4,2.267,부고,0.353,2.032
NIA_SL_WORD0868_SYN02_D.mp4,2.433,초면,0.652,2.094
NIA_SL_WORD0736_SYN02_U.mp4,3.4,오리알,1.145,2.923
NIA_SL_WORD0570_SYN02_R.mp4,2.367,병사,0.484,2.106
NIA_SL_WORD0649_SYN02_U.mp4,2.533,센티미터,0.959,1.818
NIA_SL_WORD0652_SYN02_D.mp4,2.467,소화불량,0.49,2.061
NIA_SL_WORD1184_SYN02_D.mp4,2.2,뚱뚱하다,0.378,1.877
NIA_SL_WORD1151_SYN02_D.mp4,2.3,섭섭하다,0.527,1.5
NIA_SL_WORD0824_SYN02_D.mp4,2.2,사고방식,0.612,1.877
NIA_SL_WORD0944_SYN02_R.mp4,1.7,가다,0.378,1.361
NIA_SL_WORD0942_SYN02_U.mp4,1.867,학수고대,0.352,1.507
NIA_SL_WORD0842_SYN02_F.mp4,3.233,차멀미,0.574,2.452
NIA_SL_WORD0939_SYN02_D.mp4,2.367,밤샘,0.551,2.018
NIA_SL_WORD0694_SYN02_F.mp4,3.433,나빠지다,0.943,2.683
NIA_SL_WORD1006_SYN02_D.mp4,2.333,강남구지부,0.957,1.973
NIA_SL_WORD0878_SYN02_R.mp4,2.8,출석,0.63,2.298
NIA_SL_WORD0834_SYN02_D.mp4,2.633,총괄자,0.715,2.109
NIA_SL_WORD0634_SYN02_R.mp4,3.033,서울역,0.665,2.817
NIA_SL_WORD1150_SYN02_F.mp4,2.267,적극,0.59,1.38
NIA_SL_WORD0569_SYN02_R.mp4,2.8,병가,0.488,2.313
NIA_SL_WORD0644_SYN02_U.mp4,2.533,제사,0.374,2.236
NIA_SL_WORD1141_SYN02_U.mp4,1.833,살인,0.564,1.021
NIA_SL_WORD0588_SYN02_D.mp4,2.1,호명,0.463,1.877
NIA_SL_WORD0686_SYN02_R.mp4,2.1,쌀값,0.327,1.753
NIA_SL_WORD0598_SYN02_U.mp4,4.3,사감,1.145,4.003
NIA_SL_WORD1131_SYN02_U.mp4,1.867,미치다,0.459,1.41
NIA_SL_WORD0878_SYN02_D.mp4,2.8,출석,0.63,2.298
NIA_SL_WORD0725_SYN02_U.mp4,2.567,여경,0.568,2.147
NIA_SL_WORD0578_SYN02_D.mp4,3.2,보건복지부,0.378,2.939
NIA_SL_WORD0615_SYN02_L.mp4,2.433,과용,0.487,2.103
NIA_SL_WORD0773_SYN02_U.mp4,2.667,인력,1.087,2.344
NIA_SL_WORD1111_SYN02_F.mp4,2.3,급하다,1.252,1.935
NIA_SL_WORD0727_SYN02_L.mp4,2.533,연애편지,0.518,2.21
NIA_SL_WORD0552_SYN02_D.mp4,2.767,방음,1.048,2.494
NIA_SL_WORD0755_SYN02_U.mp4,2.233,우물,0.565,1.733
NIA_SL_WORD1172_SYN02_F.mp4,2.033,때문,1.033,1.652
NIA_SL_WORD0761_SYN02_F.mp4,2.7,위임,0.677,1.91
NIA_SL_WORD0917_SYN02_L.mp4,2.533,정성껏,0.566,1.915
NIA_SL_WORD0570_SYN02_F.mp4,2.367,병사,0.484,2.106
NIA_SL_WORD0625_SYN02_F.mp4,2.433,색맹,0.601,2.192
NIA_SL_WORD0563_SYN02_R.mp4,2.333,출산증가,0.488,1.864
NIA_SL_WORD1119_SYN02_U.mp4,1.7,집중,0.48,1.399
NIA_SL_WORD0679_SYN02_R.mp4,2.4,실생활,0.433,1.892
NIA_SL_WORD0820_SYN02_F.mp4,2.267,종소리,0.558,1.968
NIA_SL_WORD0830_SYN02_U.mp4,2.967,확인서,0.526,2.645
NIA_SL_WORD1007_SYN02_U.mp4,3.833,강남구수어통역센터,0.738,3.396
NIA_SL_WORD0688_SYN02_D.mp4,2.167,고집,0.394,1.844
NIA_SL_WORD0866_SYN02_F.mp4,3.0,초대권,0.55,1.952
NIA_SL_WORD0627_SYN02_R.mp4,2.8,색종이,0.514,2.483
NIA_SL_WORD0696_SYN02_R.mp4,2.4,안내원,0.498,2.206
NIA_SL_WORD0986_SYN02_F.mp4,2.6,궁지,0.461,1.874
NIA_SL_WORD0811_SYN02_R.mp4,2.5,공식,0.615,2.065
NIA_SL_WORD0859_SYN02_F.mp4,2.767,청소당번,0.624,2.308
NIA_SL_WORD0891_SYN02_L.mp4,2.433,콩기름,0.572,2.038
NIA_SL_WORD1072_SYN02_D.mp4,3.1,종로구주민지원센터,0.929,2.611
NIA_SL_WORD0566_SYN02_L.mp4,2.167,소개,0.454,1.452
NIA_SL_WORD0934_SYN02_R.mp4,2.067,촉박,0.347,1.438
NIA_SL_WORD0941_SYN02_U.mp4,1.767,복귀,0.627,1.439
NIA_SL_WORD0917_SYN02_R.mp4,2.533,정성껏,0.566,1.915
NIA_SL_WORD0873_SYN02_U.mp4,2.333,총소리,0.52,1.89
NIA_SL_WORD0653_SYN02_R.mp4,3.7,송년회,1.137,3.302
NIA_SL_WORD0765_SYN02_L.mp4,2.467,은신처,0.605,2.144
NIA_SL_WORD0843_SYN02_L.mp4,2.267,복잡하다,0.663,1.799
NIA_SL_WORD0775_SYN02_F.mp4,2.967,인사법,1.113,2.482
NIA_SL_WORD0740_SYN02_D.mp4,2.367,황소고집,0.626,2.181
NIA_SL_WORD0643_SYN02_D.mp4,4.5,연설문,0.291,3.992
NIA_SL_WORD0947_SYN02_R.mp4,1.567,사라지다,0.535,1.271
NIA_SL_WORD0789_SYN02_L.mp4,2.733,옷장,0.702,1.927
NIA_SL_WORD1003_SYN02_D.mp4,3.267,서울특별시농아인협회,0.763,2.702
NIA_SL_WORD0730_SYN02_F.mp4,3.967,연합,1.042,2.814
NIA_SL_WORD0797_SYN02_D.mp4,2.533,장학,0.591,2.081
NIA_SL_WORD0767_SYN02_D.mp4,2.5,정의,0.582,2.169
NIA_SL_WORD0654_SYN02_D.mp4,2.067,쇄신,0.493,1.976
NIA_SL_WORD0592_SYN02_U.mp4,2.8,자비없다,0.609,2.092
NIA_SL_WORD0724_SYN02_D.mp4,3.167,여성학과,0.404,2.789
NIA_SL_WORD0916_SYN02_L.mp4,1.7,과시,0.586,1.338
NIA_SL_WORD1098_SYN02_F.mp4,3.2,대구광역시농아인협회,0.707,2.818
NIA_SL_WORD1184_SYN02_F.mp4,2.2,뚱뚱하다,0.378,1.877
NIA_SL_WORD0957_SYN02_U.mp4,1.867,타이트하다,0.351,1.474
NIA_SL_WORD1176_SYN02_L.mp4,1.7,안다,0.431,1.388
NIA_SL_WORD0566_SYN02_F.mp4,2.167,소개,0.454,1.452
NIA_SL_WORD0940_SYN02_U.mp4,1.533,들어맞다,0.458,1.184
NIA_SL_WORD0818_SYN02_F.mp4,2.4,조회,0.49,2.004
NIA_SL_WORD1085_SYN02_R.mp4,2.467,북구주민지원센터,0.597,1.736
NIA_SL_WORD0622_SYN02_L.mp4,2.367,새똥,0.377,2.023
NIA_SL_WORD0739_SYN02_R.mp4,2.367,순종,0.449,2.1
NIA_SL_WORD0801_SYN02_U.mp4,2.3,복습,0.527,1.856
NIA_SL_WORD0761_SYN02_D.mp4,2.7,위임,0.677,1.91
NIA_SL_WORD0932_SYN02_U.mp4,2.033,매일매일,0.431,1.511
NIA_SL_WORD0599_SYN02_L.mp4,2.233,형제지간,0.376,1.891
NIA_SL_WORD1160_SYN02_L.mp4,1.533,때리다,0.533,1.291
NIA_SL_WORD1153_SYN02_L.mp4,1.867,오줌,0.652,1.474
NIA_SL_WORD0735_SYN02_F.mp4,2.2,예정,0.459,1.869
NIA_SL_WORD0796_SYN02_F.mp4,2.7,장점,0.484,1.709
NIA_SL_WORD0584_SYN02_L.mp4,3.5,투쟁,1.21,2.268
NIA_SL_WORD0686_SYN02_D.mp4,2.1,쌀값,0.327,1.753
NIA_SL_WORD0768_SYN02_R.mp4,2.867,지도,1.158,2.351
NIA_SL_WORD0740_SYN02_R.mp4,2.367,황소고집,0.626,2.181
NIA_SL_WORD0568_SYN02_R.mp4,2.9,별미,1.017,2.614
NIA_SL_WORD0687_SYN02_U.mp4,2.633,아끼다,0.49,1.344
NIA_SL_WORD1143_SYN02_F.mp4,1.533,듣다,0.469,1.238
NIA_SL_WORD0584_SYN02_R.mp4,3.5,투쟁,1.21,2.268
NIA_SL_WORD0681_SYN02_F.mp4,2.367,증거,0.715,1.835
NIA_SL_WORD0596_SYN02_L.mp4,2.367,속달,0.497,2.031
NIA_SL_WORD0696_SYN02_D.mp4,2.4,안내원,0.498,2.206
NIA_SL_WORD0904_SYN02_F.mp4,2.9,총괄,0.683,2.622
NIA_SL_WORD1101_SYN02_F.mp4,2.5,가렵다,1.06,2.215
NIA_SL_WORD0790_SYN02_R.mp4,2.4,장애인연금,0.546,1.964
NIA_SL_WORD0825_SYN02_F.mp4,2.6,알코올중독,0.585,2.132
NIA_SL_WORD1201_SYN02_U.mp4,1.533,죄송,0.366,1.328
NIA_SL_WORD0993_SYN02_D.mp4,2.8,공교롭다,0.425,2.333
NIA_SL_WORD0679_SYN02_D.mp4,2.4,실생활,0.433,1.892
NIA_SL_WORD0734_SYN02_F.mp4,2.867,일반직,1.054,2.488
NIA_SL_WORD1115_SYN02_U.mp4,2.0,건강,0.372,1.259
NIA_SL_WORD0853_SYN02_F.mp4,2.2,철면피,0.628,1.78
NIA_SL_WORD0995_SYN02_D.mp4,2.4,남몰래,0.519,1.943
NIA_SL_WORD0737_SYN02_U.mp4,2.367,오산,0.626,2.125
NIA_SL_WORD0643_SYN02_U.mp4,4.5,연설문,0.291,3.992
NIA_SL_WORD0726_SYN02_R.mp4,2.833,여탕,0.601,2.454
NIA_SL_WORD0630_SYN02_F.mp4,2.2,후천적,0.393,1.857
NIA_SL_WORD1120_SYN02_F.mp4,1.733,자랑,0.336,1.378
NIA_SL_WORD0731_SYN02_F.mp4,2.5,연하다,0.574,2.186
NIA_SL_WORD1121_SYN02_D.mp4,1.967,흰,1.15,1.607
NIA_SL_WORD0693_SYN02_R.mp4,2.733,악용,1.161,2.394
NIA_SL_WORD1096_SYN02_F.mp4,1.8,모르다,0.435,1.311
NIA_SL_WORD0674_SYN02_D.mp4,2.567,선별,0.376,2.262
NIA_SL_WORD0802_SYN02_U.mp4,2.4,재청,0.563,2.086
NIA_SL_WORD1137_SYN02_D.mp4,1.5,기술,0.446,1.14
NIA_SL_WORD0949_SYN02_R.mp4,2.267,멀다,0.655,1.918
NIA_SL_WORD1099_SYN02_U.mp4,2.4,달서구지부,0.379,1.803
NIA_SL_WORD0775_SYN02_R.mp4,2.967,인사법,1.113,2.482
NIA_SL_WORD0699_SYN02_U.mp4,2.267,깜깜하다,0.486,2.009
NIA_SL_WORD1152_SYN02_U.mp4,1.533,아프다,0.415,1.162
NIA_SL_WORD0810_SYN02_R.mp4,2.2,틀림없다,0.636,1.716
NIA_SL_WORD0777_SYN02_L.mp4,2.233,인증,0.5,1.862
NIA_SL_WORD0714_SYN02_U.mp4,2.367,형식,0.393,2.061
NIA_SL_WORD0706_SYN02_L.mp4,2.9,건달,0.499,2.472
NIA_SL_WORD1097_SYN02_D.mp4,1.333,불가능,0.441,0.994
NIA_SL_WORD1032_SYN02_R.mp4,4.8,도봉구수어통역센터,1.2,4.393
NIA_SL_WORD0565_SYN02_U.mp4,2.833,벌칙사항,0.333,2.378
NIA_SL_WORD1098_SYN02_U.mp4,3.2,대구광역시농아인협회,0.707,2.818
NIA_SL_WORD0558_SYN02_R.mp4,2.2,견습소,0.349,1.87
NIA_SL_WORD1189_SYN02_D.mp4,1.433,아기,0.369,1.148
NIA_SL_WORD0986_SYN02_R.mp4,2.6,궁지,0.461,1.874
NIA_SL_WORD1135_SYN02_U.mp4,1.567,빠르다,0.449,1.185
NIA_SL_WORD0863_SYN02_F.mp4,3.1,체취,0.626,2.752
NIA_SL_WORD0659_SYN02_U.mp4,3.233,야간경비,0.494,2.796
NIA_SL_WORD1144_SYN02_D.mp4,1.533,생각,0.533,1.237
NIA_SL_WORD1166_SYN02_F.mp4,1.867,종아리맞다,0.437,1.544
NIA_SL_WORD0693_SYN02_L.mp4,2.733,악용,1.161,2.394
NIA_SL_WORD1121_SYN02_F.mp4,1.967,흰,1.15,1.607
NIA_SL_WORD0776_SYN02_D.mp4,2.9,인자,0.628,2.529
NIA_SL_WORD0566_SYN02_U.mp4,2.167,소개,0.454,1.452
NIA_SL_WORD1001_SYN02_U.mp4,3.433,한국농아인협회,0.489,2.708
NIA_SL_WORD0633_SYN02_D.mp4,2.367,서구식,0.453,2.119
NIA_SL_WORD1079_SYN02_D.mp4,3.8,부산광역시농아인협회,1.178,3.375
NIA_SL_WORD0902_SYN02_F.mp4,2.567,탐욕,0.512,2.067
NIA_SL_WORD0739_SYN02_U.mp4,2.367,순종,0.449,2.1
NIA_SL_WORD0765_SYN02_U.mp4,2.467,은신처,0.605,2.144
NIA_SL_WORD0817_SYN02_D.mp4,2.533,조간신문,0.623,2.152
NIA_SL_WORD0986_SYN02_U.mp4,2.6,궁지,0.461,1.874
NIA_SL_WORD1132_SYN02_R.mp4,2.9,처녀,1.18,2.024
NIA_SL_WORD0837_SYN02_R.mp4,2.333,진상,0.592,1.881
NIA_SL_WORD0803_SYN02_U.mp4,2.267,무식,0.502,1.735
NIA_SL_WORD0606_SYN02_D.mp4,2.667,혈통,0.501,2.249
NIA_SL_WORD1185_SYN02_U.mp4,1.7,알다,0.431,1.415
NIA_SL_WORD0995_SYN02_L.mp4,2.4,남몰래,0.519,1.943
NIA_SL_WORD0744_SYN02_L.mp4,3.7,왕족,1.138,2.951
NIA_SL_WORD0711_SYN02_D.mp4,2.633,경로당,0.602,2.334
NIA_SL_WORD0603_SYN02_D.mp4,2.567,사모님,0.489,2.351
NIA_SL_WORD0671_SYN02_D.mp4,2.367,시차,0.409,2.258
NIA_SL_WORD0678_SYN02_U.mp4,1.9,실명,0.554,1.521
NIA_SL_WORD0942_SYN02_F.mp4,1.867,학수고대,0.352,1.507
NIA_SL_WORD0627_SYN02_U.mp4,2.8,색종이,0.514,2.483
NIA_SL_WORD0615_SYN02_D.mp4,2.433,과용,0.487,2.103
NIA_SL_WORD1164_SYN02_L.mp4,2.533,창백,0.415,1.993
NIA_SL_WORD0638_SYN02_L.mp4,3.333,사납다,1.016,3.023
NIA_SL_WORD0820_SYN02_D.mp4,2.267,종소리,0.558,1.968
NIA_SL_WORD0604_SYN02_L.mp4,2.667,복사본,0.286,2.392
NIA_SL_WORD0565_SYN02_L.mp4,2.833,벌칙사항,0.333,2.378
NIA_SL_WORD1194_SYN02_L.mp4,1.633,알다,0.397,1.326
NIA_SL_WORD1107_SYN02_R.mp4,2.233,충분,1.051,1.72
NIA_SL_WORD1079_SYN02_U.mp4,3.8,부산광역시농아인협회,1.178,3.375
NIA_SL_WORD1033_SYN02_L.mp4,3.3,도봉구주민지원센터,1.257,2.788
NIA_SL_WORD0586_SYN02_D.mp4,3.033,가쁘다,0.488,2.804
NIA_SL_WORD0980_SYN02_F.mp4,1.7,첩첩산중,0.352,1.4
NIA_SL_WORD1161_SYN02_U.mp4,2.033,성격,1.033,1.694
NIA_SL_WORD0651_SYN02_R.mp4,2.367,소복,0.478,2.113
NIA_SL_WORD0696_SYN02_L.mp4,2.4,안내원,0.498,2.206
NIA_SL_WORD1197_SYN02_R.mp4,2.033,배고프다,0.399,1.715
NIA_SL_WORD0909_SYN02_L.mp4,2.967,특선,1.121,2.617
NIA_SL_WORD0574_SYN02_D.mp4,3.1,군책,1.117,2.745
NIA_SL_WORD0841_SYN02_R.mp4,2.333,백석,0.681,1.962
NIA_SL_WORD0814_SYN02_F.mp4,2.333,월초,0.568,1.914
NIA_SL_WORD1147_SYN02_F.mp4,2.567,팔,1.094,1.497
NIA_SL_WORD0869_SYN02_D.mp4,2.567,초산,0.633,2.164
NIA_SL_WORD0713_SYN02_U.mp4,2.267,온순하다,0.446,1.888
NIA_SL_WORD0892_SYN02_U.mp4,2.333,콩밭,0.584,1.97
NIA_SL_WORD0617_SYN02_R.mp4,2.267,사후,0.63,2.12
NIA_SL_WORD0829_SYN02_F.mp4,3.033,쥐덫,0.592,2.75
NIA_SL_WORD0705_SYN02_F.mp4,2.633,야구부,0.465,2.294
NIA_SL_WORD0901_SYN02_U.mp4,2.633,독서광,0.643,2.319
NIA_SL_WORD1071_SYN02_D.mp4,4.533,종로구수어통역센터,1.331,3.99
NIA_SL_WORD0939_SYN02_R.mp4,2.367,밤샘,0.551,2.018
NIA_SL_WORD0778_SYN02_L.mp4,2.2,인질,0.435,1.772
NIA_SL_WORD0782_SYN02_R.mp4,2.4,자살자,0.619,2.061
NIA_SL_WORD0639_SYN02_F.mp4,2.133,섬나라,0.629,2.011
NIA_SL_WORD0669_SYN02_F.mp4,2.333,시댁,0.419,2.073
